Operations Syncrate opLatency avgOpLatency opDepCount opDeptime avgOpDepTime opWithCount opWithTime avgOpWithTime opBalCount opBalTime avgOpBalTime RemLatency avgRemLatency RemDepCount RemDeptime avgRemDepTime RemWithCount RemWithTime avgRemWithTime RemBalCount RemBalTime avgRemBalTime BuffLatency avgBuffLatency BuffDepCount BuffDeptime avgBuffDepTime BuffWithCount BuffWithTime avgBuffWithTime BuffBalCount BuffBalTime avgBuffBalTime BuffSyncCount BuffSyncTime avgBuffSyncTime
500000 100 1182.146950549 0.002364293 250213 386.629259021 0.0015452 249785 387.710625286 0.001552177 249787 389.240667955 0.00155829 1128.273681728 0.002256547 249740 366.571418028 0.001467812 250260 368.704288067 0.001473284 250260 375.903394707 0.001502051 50.14026245 1.0028E-4 249920 0.034693639 1.38E-7 250077 0.034754313 1.38E-7 250080 0.016686038 6.6E-8 5000 16.065430672 0.003213086
