Operations Syncrate opLatency avgOpLatency opDepCount opDeptime avgOpDepTime opWithCount opWithTime avgOpWithTime opBalCount opBalTime avgOpBalTime RemLatency avgRemLatency RemDepCount RemDeptime avgRemDepTime RemWithCount RemWithTime avgRemWithTime RemBalCount RemBalTime avgRemBalTime BuffLatency avgBuffLatency BuffDepCount BuffDeptime avgBuffDepTime BuffWithCount BuffWithTime avgBuffWithTime BuffBalCount BuffBalTime avgBuffBalTime BuffSyncCount BuffSyncTime avgBuffSyncTime
500000 1000 55.804138363 1.11608E-4 249752 17.494130524 7.0046E-5 250248 17.733881161 7.0865E-5 250248 17.492632692 6.9901E-5 48.029503334 9.6059E-5 249777 13.869471304 5.5527E-5 250223 14.040888253 5.6113E-5 250223 14.793877814 5.9122E-5 50.275488385 1.0055E-4 249634 0.212604754 8.51E-7 250366 0.213347035 8.52E-7 250366 0.203532217 8.12E-7 500 0.259084891 5.18169E-4
