Operations Syncrate opLatency avgOpLatency opDepCount opDeptime avgOpDepTime opWithCount opWithTime avgOpWithTime opBalCount opBalTime avgOpBalTime RemLatency avgRemLatency RemDepCount RemDeptime avgRemDepTime RemWithCount RemWithTime avgRemWithTime RemBalCount RemBalTime avgRemBalTime BuffLatency avgBuffLatency BuffDepCount BuffDeptime avgBuffDepTime BuffWithCount BuffWithTime avgBuffWithTime BuffBalCount BuffBalTime avgBuffBalTime BuffSyncCount BuffSyncTime avgBuffSyncTime
500000 10 56.669387847 1.13338E-4 249853 17.483261751 6.9974E-5 250147 18.217758366 7.2828E-5 250147 17.925692335 7.166E-5 48.243377109 9.6486E-5 250311 12.354792907 4.9357E-5 249689 12.873490273 5.1558E-5 249689 13.355894435 5.349E-5 53.81695319 1.07633E-4 250129 0.19206353 7.67E-7 249870 0.194366296 7.77E-7 249871 0.188030992 7.52E-7 50000 8.245750879 1.64915E-4
