Operations Syncrate opLatency avgOpLatency opDepCount opDeptime avgOpDepTime opWithCount opWithTime avgOpWithTime opBalCount opBalTime avgOpBalTime RemLatency avgRemLatency RemDepCount RemDeptime avgRemDepTime RemWithCount RemWithTime avgRemWithTime RemBalCount RemBalTime avgRemBalTime BuffLatency avgBuffLatency BuffDepCount BuffDeptime avgBuffDepTime BuffWithCount BuffWithTime avgBuffWithTime BuffBalCount BuffBalTime avgBuffBalTime BuffSyncCount BuffSyncTime avgBuffSyncTime
500000 100000 1172.524556619 0.002345049 249510 380.874719457 0.00152649 250490 384.347777952 0.001534383 250490 390.123821143 0.001557442 1105.32183644 0.002210643 250263 360.098823906 0.001438881 249735 361.937723491 0.001449287 249737 366.988736626 0.0014695 49.995412883 9.999E-5 250088 0.039048816 1.56E-7 249910 0.038328526 1.53E-7 249912 0.017818913 7.1E-8 5 0.032418723 0.006483744
