Operations Syncrate opLatency avgOpLatency opDepCount opDeptime avgOpDepTime opWithCount opWithTime avgOpWithTime opBalCount opBalTime avgOpBalTime RemLatency avgRemLatency RemDepCount RemDeptime avgRemDepTime RemWithCount RemWithTime avgRemWithTime RemBalCount RemBalTime avgRemBalTime BuffLatency avgBuffLatency BuffDepCount BuffDeptime avgBuffDepTime BuffWithCount BuffWithTime avgBuffWithTime BuffBalCount BuffBalTime avgBuffBalTime BuffSyncCount BuffSyncTime avgBuffSyncTime
500000 10000 53.926409009 1.07852E-4 250415 16.39758336 6.5481E-5 249585 16.821795181 6.7399E-5 249585 16.722796061 6.7002E-5 48.034312744 9.6068E-5 250435 12.290697175 4.9077E-5 249565 12.812644589 5.1339E-5 249565 13.249125989 5.3088E-5 50.122609447 1.00245E-4 250233 0.21262297 8.49E-7 249767 0.211384356 8.46E-7 249767 0.203749237 8.15E-7 50 0.027544355 5.50887E-4
