Latency Threads Actors Messages MaxLength
-2.0 0.0599026455 1000.0 500.0 1000.0
-2.0 0.25649195340000003 1000.0 500.0 5000.0
-2.0 0.3907301621 1000.0 500.0 10000.0
-2.0 1.8591630055 1000.0 500.0 50000.0
-2.0 3.4917378739 1000.0 500.0 100000.0
-2.0 0.018991416599999998 1000.0 1000.0 100.0
-2.0 0.0712168633 1000.0 1000.0 500.0
-2.0 0.11534981529999999 1000.0 1000.0 1000.0
-2.0 0.38331234039999995 1000.0 1000.0 5000.0
-2.0 0.6269072555 1000.0 1000.0 10000.0
-2.0 2.4395483114 1000.0 1000.0 50000.0
-2.0 4.5780494226999995 1000.0 1000.0 100000.0
-2.0 0.022629944800000003 1000.0 5000.0 100.0
-2.0 0.10552633820000001 1000.0 5000.0 500.0
-2.0 0.19207320999999997 1000.0 5000.0 1000.0
-2.0 1.1324520458999998 1000.0 5000.0 5000.0
-2.0 2.1054702347000003 1000.0 5000.0 10000.0
-2.0 8.0648668735 1000.0 5000.0 50000.0
-2.0 15.266182389899999 1000.0 5000.0 100000.0
-2.0 0.032187144699999996 1000.0 10000.0 100.0
-2.0 0.1801599561 1000.0 10000.0 500.0
-2.0 0.3802518046 1000.0 10000.0 1000.0
-2.0 1.7692371282999997 1000.0 10000.0 5000.0
-2.0 3.5807712699 1000.0 10000.0 10000.0
-2.0 15.4123019768 1000.0 10000.0 50000.0
-2.0 29.3464249965 1000.0 10000.0 100000.0
-4.0 7.622547E-4 10.0 100.0 100.0
-4.0 0.0029989009000000004 10.0 100.0 500.0
-4.0 0.0049677897 10.0 100.0 1000.0
-4.0 0.0276706976 10.0 100.0 5000.0
-4.0 0.05398947750000001 10.0 100.0 10000.0
-4.0 0.28995928179999997 10.0 100.0 50000.0
-4.0 0.5611985364 10.0 100.0 100000.0
-4.0 0.0018158313000000003 10.0 500.0 100.0
-4.0 0.0096447252 10.0 500.0 500.0
-4.0 0.018527390900000003 10.0 500.0 1000.0
-4.0 0.10799816100000001 10.0 500.0 5000.0
-4.0 0.21712207960000002 10.0 500.0 10000.0
-4.0 1.1463185717 10.0 500.0 50000.0
-4.0 2.3961460673 10.0 500.0 100000.0
-4.0 0.0033504054 10.0 1000.0 100.0
-4.0 0.017688108 10.0 1000.0 500.0
-4.0 0.039248433799999996 10.0 1000.0 1000.0
-4.0 0.23573960769999996 10.0 1000.0 5000.0
-4.0 0.46711697760000004 10.0 1000.0 10000.0
-4.0 2.4172509159999995 10.0 1000.0 50000.0
-4.0 5.1846903789 10.0 1000.0 100000.0
-4.0 0.0158851763 10.0 5000.0 100.0
-4.0 0.0958392615 10.0 5000.0 500.0
-4.0 0.19872865120000002 10.0 5000.0 1000.0
-4.0 1.1112758893 10.0 5000.0 5000.0
-4.0 2.5097358889000003 10.0 5000.0 10000.0
-4.0 13.8162606995 10.0 5000.0 50000.0
-4.0 29.380645186299994 10.0 5000.0 100000.0
-4.0 0.038096695 10.0 10000.0 100.0
-4.0 0.1792328341 10.0 10000.0 500.0
-4.0 0.4342646437 10.0 10000.0 1000.0
-4.0 2.4979072826999995 10.0 10000.0 5000.0
-4.0 5.113073163899999 10.0 10000.0 10000.0
-4.0 26.5152137717 10.0 10000.0 50000.0
-4.0 51.501515194 10.0 10000.0 100000.0
-4.0 0.0016631096999999997 100.0 100.0 100.0
-4.0 0.004853983299999999 100.0 100.0 500.0
-4.0 0.0097341846 100.0 100.0 1000.0
-4.0 0.041259290000000004 100.0 100.0 5000.0
-4.0 0.06400236379999999 100.0 100.0 10000.0
-4.0 0.2867466106 100.0 100.0 50000.0
-4.0 0.5866638348000001 100.0 100.0 100000.0
-4.0 0.0016048342 100.0 500.0 100.0
-4.0 0.008102846099999998 100.0 500.0 500.0
-4.0 0.0154963981 100.0 500.0 1000.0
-4.0 0.0639148736 100.0 500.0 5000.0
-4.0 0.13578297209999998 100.0 500.0 10000.0
-4.0 0.7593947177 100.0 500.0 50000.0
-4.0 1.6500967407 100.0 500.0 100000.0
-4.0 0.0032718057000000003 100.0 1000.0 100.0
-4.0 0.013715850100000001 100.0 1000.0 500.0
-4.0 0.026980379299999996 100.0 1000.0 1000.0
-4.0 0.1473095008 100.0 1000.0 5000.0
-4.0 0.2790447653 100.0 1000.0 10000.0
-4.0 1.6397782012000004 100.0 1000.0 50000.0
-4.0 3.1468323106 100.0 1000.0 100000.0
-4.0 0.0109705363 100.0 5000.0 100.0
-4.0 0.059421390000000004 100.0 5000.0 500.0
-4.0 0.12292476599999999 100.0 5000.0 1000.0
-4.0 0.6119999198 100.0 5000.0 5000.0
-4.0 1.3002569391 100.0 5000.0 10000.0
-4.0 7.4599438309 100.0 5000.0 50000.0
-4.0 15.5033255768 100.0 5000.0 100000.0
-4.0 0.024784813899999997 100.0 10000.0 100.0
-4.0 0.11103882000000001 100.0 10000.0 500.0
-4.0 0.218570008 100.0 10000.0 1000.0
-4.0 1.3061150375000001 100.0 10000.0 5000.0
-4.0 2.9554305684999997 100.0 10000.0 10000.0
-4.0 17.9176740777 100.0 10000.0 50000.0
-4.0 35.0942808099 100.0 10000.0 100000.0
-4.0 0.0050704772 1000.0 100.0 100.0
-4.0 0.0237483342 1000.0 100.0 500.0
-4.0 0.039334806300000004 1000.0 100.0 1000.0
-4.0 0.1884865526 1000.0 100.0 5000.0
-4.0 0.3984435939 1000.0 100.0 10000.0
-4.0 1.7060823588000003 1000.0 100.0 50000.0
-4.0 3.5866515567999997 1000.0 100.0 100000.0
-4.0 0.0105722943 1000.0 500.0 100.0
-4.0 0.0380397183 1000.0 500.0 500.0
-4.0 0.0609670197 1000.0 500.0 1000.0
-4.0 0.21840950560000003 1000.0 500.0 5000.0
-4.0 0.39777890039999997 1000.0 500.0 10000.0
-4.0 1.765751469 1000.0 500.0 50000.0
-4.0 3.5231254968999997 1000.0 500.0 100000.0
-4.0 0.013561759500000001 1000.0 1000.0 100.0
-4.0 0.0434376606 1000.0 1000.0 500.0
-4.0 0.07513337419999999 1000.0 1000.0 1000.0
-4.0 0.23064766139999998 1000.0 1000.0 5000.0
-4.0 0.4347194151 1000.0 1000.0 10000.0
-4.0 1.8990009972 1000.0 1000.0 50000.0
-4.0 3.7653265616 1000.0 1000.0 100000.0
-4.0 0.017988991599999997 1000.0 5000.0 100.0
-4.0 0.0771247937 1000.0 5000.0 500.0
-4.0 0.1385577176 1000.0 5000.0 1000.0
-4.0 0.6278464463000001 1000.0 5000.0 5000.0
-4.0 1.1520019410000002 1000.0 5000.0 10000.0
-4.0 5.403179077599999 1000.0 5000.0 50000.0
-4.0 11.193906690599999 1000.0 5000.0 100000.0
-4.0 0.030026206499999996 1000.0 10000.0 100.0
-4.0 0.12030174370000002 1000.0 10000.0 500.0
-4.0 0.23345253620000003 1000.0 10000.0 1000.0
-4.0 1.1530122931 1000.0 10000.0 5000.0
-4.0 2.2250057986000003 1000.0 10000.0 10000.0
-4.0 10.3755364077 1000.0 10000.0 50000.0
-4.0 20.710233326900003 1000.0 10000.0 100000.0
-8.0 0.0010482061 10.0 100.0 100.0
-8.0 0.0034636737000000003 10.0 100.0 500.0
-8.0 0.005813525900000001 10.0 100.0 1000.0
-8.0 0.0279766022 10.0 100.0 5000.0
-8.0 0.0580015657 10.0 100.0 10000.0
-8.0 0.30495248739999997 10.0 100.0 50000.0
-8.0 0.6154697955 10.0 100.0 100000.0
-8.0 0.0017738079 10.0 500.0 100.0
-8.0 0.0082203751 10.0 500.0 500.0
-8.0 0.0187458614 10.0 500.0 1000.0
-8.0 0.08272048400000001 10.0 500.0 5000.0
-8.0 0.1656564566 10.0 500.0 10000.0
-8.0 0.9305282953999999 10.0 500.0 50000.0
-8.0 1.9363691712000002 10.0 500.0 100000.0
-8.0 0.0034661739000000002 10.0 1000.0 100.0
-8.0 0.016091822999999998 10.0 1000.0 500.0
-8.0 0.0303933411 10.0 1000.0 1000.0
-8.0 0.16456721889999998 10.0 1000.0 5000.0
-8.0 0.33720867020000006 10.0 1000.0 10000.0
-8.0 2.0016560625999995 10.0 1000.0 50000.0
-8.0 4.824397348500002 10.0 1000.0 100000.0
-8.0 0.014279134099999998 10.0 5000.0 100.0
-8.0 0.0657133915 10.0 5000.0 500.0
-8.0 0.1536647989 10.0 5000.0 1000.0
-8.0 0.9508572146000003 10.0 5000.0 5000.0
-8.0 2.1050469477 10.0 5000.0 10000.0
-8.0 9.9409191631 10.0 5000.0 50000.0
-8.0 20.526728147900002 10.0 5000.0 100000.0
-8.0 0.030457860599999997 10.0 10000.0 100.0
-8.0 0.1489249366 10.0 10000.0 500.0
-8.0 0.32990378859999997 10.0 10000.0 1000.0
-8.0 1.8612781974000001 10.0 10000.0 5000.0
-8.0 4.110390113399999 10.0 10000.0 10000.0
-8.0 21.3161126429 10.0 10000.0 50000.0
-8.0 40.470780566 10.0 10000.0 100000.0
-8.0 0.0022433020999999996 100.0 100.0 100.0
-8.0 0.0079960655 100.0 100.0 500.0
-8.0 0.0120200551 100.0 100.0 1000.0
-8.0 0.04363459909999999 100.0 100.0 5000.0
-8.0 0.0831085225 100.0 100.0 10000.0
-8.0 0.36947275220000003 100.0 100.0 50000.0
-8.0 0.7966518019 100.0 100.0 100000.0
-8.0 0.0025804329000000004 100.0 500.0 100.0
-8.0 0.0104126928 100.0 500.0 500.0
-8.0 0.0186230595 100.0 500.0 1000.0
-8.0 0.0729190633 100.0 500.0 5000.0
-8.0 0.1520105386 100.0 500.0 10000.0
-8.0 0.750146314 100.0 500.0 50000.0
-8.0 1.6452836215000002 100.0 500.0 100000.0
-8.0 0.0030948557999999995 100.0 1000.0 100.0
-8.0 0.013934768 100.0 1000.0 500.0
-8.0 0.027850922900000002 100.0 1000.0 1000.0
-8.0 0.12254038739999999 100.0 1000.0 5000.0
-8.0 0.23812690840000003 100.0 1000.0 10000.0
-8.0 1.6067117543999998 100.0 1000.0 50000.0
-8.0 2.9911954864999997 100.0 1000.0 100000.0
-8.0 0.0105027252 100.0 5000.0 100.0
-8.0 0.0517108774 100.0 5000.0 500.0
-8.0 0.11027650249999998 100.0 5000.0 1000.0
-8.0 0.5345593040000001 100.0 5000.0 5000.0
-8.0 1.2585712888 100.0 5000.0 10000.0
-8.0 6.867579899800001 100.0 5000.0 50000.0
-8.0 14.976798237100002 100.0 5000.0 100000.0
-8.0 0.022422914 100.0 10000.0 100.0
-8.0 0.1091887732 100.0 10000.0 500.0
-8.0 0.1915252491 100.0 10000.0 1000.0
-8.0 1.1813844136 100.0 10000.0 5000.0
-8.0 2.793648508 100.0 10000.0 10000.0
-8.0 16.250017582999998 100.0 10000.0 50000.0
-8.0 30.386059687699998 100.0 10000.0 100000.0
-8.0 0.006320880599999999 1000.0 100.0 100.0
-8.0 0.024474746600000003 1000.0 100.0 500.0
-8.0 0.045241381899999995 1000.0 100.0 1000.0
-8.0 0.2076503443 1000.0 100.0 5000.0
-8.0 0.435151628 1000.0 100.0 10000.0
-8.0 1.8395570971999997 1000.0 100.0 50000.0
-8.0 3.3767010176 1000.0 100.0 100000.0
-8.0 0.015730317499999997 1000.0 500.0 100.0
-8.0 0.0528952321 1000.0 500.0 500.0
-8.0 0.08827170009999999 1000.0 500.0 1000.0
-8.0 0.27442493920000005 1000.0 500.0 5000.0
-8.0 0.5230390541000001 1000.0 500.0 10000.0
-8.0 2.0784234154 1000.0 500.0 50000.0
-8.0 3.9163858409 1000.0 500.0 100000.0
-8.0 0.0239057077 1000.0 1000.0 100.0
-8.0 0.0756102643 1000.0 1000.0 500.0
-8.0 0.1269470164 1000.0 1000.0 1000.0
-8.0 0.39214083750000006 1000.0 1000.0 5000.0
-8.0 0.6627884662 1000.0 1000.0 10000.0
-8.0 2.482948614 1000.0 1000.0 50000.0
-8.0 4.684675132099999 1000.0 1000.0 100000.0
-8.0 0.020794858 1000.0 5000.0 100.0
-8.0 0.0831172665 1000.0 5000.0 500.0
-8.0 0.13223685079999997 1000.0 5000.0 1000.0
-8.0 0.5005719721 1000.0 5000.0 5000.0
-8.0 0.9899843058999999 1000.0 5000.0 10000.0
-8.0 4.8483406725 1000.0 5000.0 50000.0
-8.0 10.0265876059 1000.0 5000.0 100000.0
-8.0 0.024467357300000003 1000.0 10000.0 100.0
-8.0 0.10347380070000001 1000.0 10000.0 500.0
-8.0 0.196110462 1000.0 10000.0 1000.0
-8.0 0.8772700985 1000.0 10000.0 5000.0
-8.0 1.8557127902000001 1000.0 10000.0 10000.0
-8.0 8.9037845526 1000.0 10000.0 50000.0
-8.0 17.8902063528 1000.0 10000.0 100000.0
-16.0 0.0010786495999999999 10.0 100.0 100.0
-16.0 0.0037396866 10.0 100.0 500.0
-16.0 0.0066086406 10.0 100.0 1000.0
-16.0 0.0308894588 10.0 100.0 5000.0
-16.0 0.06463853379999998 10.0 100.0 10000.0
-16.0 0.3162901652 10.0 100.0 50000.0
-16.0 0.7141366443 10.0 100.0 100000.0
-16.0 0.0053200971 10.0 500.0 100.0
-16.0 0.0099165822 10.0 500.0 500.0
-16.0 0.0241663831 10.0 500.0 1000.0
-16.0 0.0999269949 10.0 500.0 5000.0
-16.0 0.20994319189999996 10.0 500.0 10000.0
-16.0 1.2530689971000002 10.0 500.0 50000.0
-16.0 2.6155715542 10.0 500.0 100000.0
-16.0 0.0051148962999999995 10.0 1000.0 100.0
-16.0 0.018344539500000003 10.0 1000.0 500.0
-16.0 0.03548676120000001 10.0 1000.0 1000.0
-16.0 0.1959038504 10.0 1000.0 5000.0
-16.0 0.41884234030000006 10.0 1000.0 10000.0
-16.0 2.4982906975 10.0 1000.0 50000.0
-16.0 5.0700640984000005 10.0 1000.0 100000.0
-16.0 0.020597682099999997 10.0 5000.0 100.0
-16.0 0.08699258489999999 10.0 5000.0 500.0
-16.0 0.20245585 10.0 5000.0 1000.0
-16.0 0.9707840430000001 10.0 5000.0 5000.0
-16.0 2.4810819661 10.0 5000.0 10000.0
-16.0 12.3472103333 10.0 5000.0 50000.0
-16.0 25.1802878011 10.0 5000.0 100000.0
-16.0 0.036508169199999996 10.0 10000.0 100.0
-16.0 0.18817737219999997 10.0 10000.0 500.0
-16.0 0.36928715570000004 10.0 10000.0 1000.0
-16.0 2.0733510806 10.0 10000.0 5000.0
-16.0 4.7764560286 10.0 10000.0 10000.0
-16.0 25.174066668100004 10.0 10000.0 50000.0
-16.0 55.43352501879999 10.0 10000.0 100000.0
-16.0 0.0041122058 100.0 100.0 100.0
-16.0 0.011447070200000001 100.0 100.0 500.0
-16.0 0.0158924538 100.0 100.0 1000.0
-16.0 0.045009752900000005 100.0 100.0 5000.0
-16.0 0.0922170409 100.0 100.0 10000.0
-16.0 0.4193335548 100.0 100.0 50000.0
-16.0 0.8700207408 100.0 100.0 100000.0
-16.0 0.0037594516000000002 100.0 500.0 100.0
-16.0 0.013279823999999999 100.0 500.0 500.0
-16.0 0.0203230312 100.0 500.0 1000.0
-16.0 0.09405546610000001 100.0 500.0 5000.0
-16.0 0.1836516432 100.0 500.0 10000.0
-16.0 1.0006889214999997 100.0 500.0 50000.0
-16.0 2.0145292009999998 100.0 500.0 100000.0
-16.0 0.0037589836000000002 100.0 1000.0 100.0
-16.0 0.014103574200000002 100.0 1000.0 500.0
-16.0 0.027716262000000002 100.0 1000.0 1000.0
-16.0 0.13411604240000002 100.0 1000.0 5000.0
-16.0 0.27606014720000005 100.0 1000.0 10000.0
-16.0 1.5493088052000004 100.0 1000.0 50000.0
-16.0 3.2227684821 100.0 1000.0 100000.0
-16.0 0.012163097000000001 100.0 5000.0 100.0
-16.0 0.049925042899999994 100.0 5000.0 500.0
-16.0 0.1051950809 100.0 5000.0 1000.0
-16.0 0.5548743454999998 100.0 5000.0 5000.0
-16.0 1.2096301494 100.0 5000.0 10000.0
-16.0 7.0580924993 100.0 5000.0 50000.0
-16.0 14.913794583099996 100.0 5000.0 100000.0
-16.0 0.021856166099999998 100.0 10000.0 100.0
-16.0 0.099399735 100.0 10000.0 500.0
-16.0 0.19818304410000004 100.0 10000.0 1000.0
-16.0 1.1583393253 100.0 10000.0 5000.0
-16.0 2.4009287424 100.0 10000.0 10000.0
-16.0 12.6382633299 100.0 10000.0 50000.0
-16.0 26.8402429183 100.0 10000.0 100000.0
-16.0 0.006604087 1000.0 100.0 100.0
-16.0 0.0261869474 1000.0 100.0 500.0
-16.0 0.047540060700000004 1000.0 100.0 1000.0
-16.0 0.2242889477 1000.0 100.0 5000.0
-16.0 0.43763821509999995 1000.0 100.0 10000.0
-16.0 1.8536397750000002 1000.0 100.0 50000.0
-16.0 3.5452904170999995 1000.0 100.0 100000.0
-16.0 0.016598912599999998 1000.0 500.0 100.0
-16.0 0.05904549040000001 1000.0 500.0 500.0
-16.0 0.0909977588 1000.0 500.0 1000.0
-16.0 0.3013166338 1000.0 500.0 5000.0
-16.0 0.5570649102 1000.0 500.0 10000.0
-16.0 2.2310640692999995 1000.0 500.0 50000.0
-16.0 4.2942769049 1000.0 500.0 100000.0
-16.0 0.0337122829 1000.0 1000.0 100.0
-16.0 0.0897902868 1000.0 1000.0 500.0
-16.0 0.13977343769999998 1000.0 1000.0 1000.0
-16.0 0.436353701 1000.0 1000.0 5000.0
-16.0 0.7195321066999999 1000.0 1000.0 10000.0
-16.0 2.9514245701 1000.0 1000.0 50000.0
-16.0 5.7155890424999996 1000.0 1000.0 100000.0
-16.0 0.030027896499999995 1000.0 5000.0 100.0
-16.0 0.0955945027 1000.0 5000.0 500.0
-16.0 0.1660998299 1000.0 5000.0 1000.0
-16.0 0.6987021043999999 1000.0 5000.0 5000.0
-16.0 1.3172636829 1000.0 5000.0 10000.0
-16.0 5.907929171799999 1000.0 5000.0 50000.0
-16.0 11.5125545088 1000.0 5000.0 100000.0
-16.0 0.033256338100000005 1000.0 10000.0 100.0
-16.0 0.10713235940000002 1000.0 10000.0 500.0
-16.0 0.1980709767 1000.0 10000.0 1000.0
-16.0 0.9264157615 1000.0 10000.0 5000.0
-16.0 1.8501198302 1000.0 10000.0 10000.0
-16.0 9.2454488104 1000.0 10000.0 50000.0
-16.0 17.883387874 1000.0 10000.0 100000.0
