100.0 5000.0 100.6 0.16958719390000002 
100.0 10000.0 104.4 0.21567186030000002 
100.0 50000.0 277.1 0.6343417344 
100.0 100000.0 549.1 1.5704622428 
100.0 200000.0 1095.8 6.7540616164 
200.0 5000.0 200.0 3.118530827 
200.0 10000.0 200.2 3.4452295576 
200.0 50000.0 214.3 4.8993900342 
200.0 100000.0 306.7 8.3954257591 
200.0 200000.0 552.0 17.153792553200002 
300.0 5000.0 299.7 13.0174729971 
300.0 10000.0 298.9 12.794485926299998 
300.0 50000.0 300.5 13.583547209799999 
300.0 100000.0 310.1 17.1339660167 
300.0 200000.0 420.9 28.661740414900002 
400.0 5000.0 399.1 30.0516743793 
400.0 10000.0 398.5 28.6241186333 
400.0 50000.0 399.9 30.859349950200002 
400.0 100000.0 400.8 32.0969315728 
400.0 200000.0 421.6 42.1161471451 
500.0 5000.0 497.1 57.2369459498 
500.0 10000.0 499.2 59.2991078629 
500.0 50000.0 499.4 60.2609839646 
500.0 100000.0 500.2 59.907518814 
500.0 200000.0 502.6 65.7341871771 
