10.0 1000.0 0.0 0.004692147 
10.0 5000.0 0.0 0.009473111 
10.0 10000.0 0.0 0.019939442100000003 
10.0 50000.0 0.0 0.1182792659 
10.0 100000.0 0.0 0.2585184959 
10.0 200000.0 0.0 0.5503601331 
10.0 300000.0 0.0 0.867786169 
10.0 500000.0 0.0 1.5426971475 
50.0 1000.0 0.0 0.0143744188 
50.0 5000.0 0.0 0.030429155899999998 
50.0 10000.0 0.0 0.058186631100000004 
50.0 50000.0 0.0 0.4090960451 
50.0 100000.0 0.0 0.9444453937 
50.0 200000.0 0.0 2.1390116371 
50.0 300000.0 0.0 3.5183534932 
50.0 500000.0 0.0 6.3642246827 
100.0 1000.0 0.0 0.107279536 
100.0 5000.0 0.0 0.1279251222 
100.0 10000.0 0.0 0.1476567166 
100.0 50000.0 0.0 0.6286004874 
100.0 100000.0 0.0 1.7233436179000001 
100.0 200000.0 0.0 5.437974661399999 
100.0 300000.0 0.0 12.779208348 
100.0 500000.0 0.0 29.7421574498 
200.0 1000.0 0.0 3.5397248771 
200.0 5000.0 0.0 3.3356289650999997 
200.0 10000.0 0.0 3.4416986477 
200.0 50000.0 0.0 4.8688256865 
200.0 100000.0 0.0 8.3043576355 
200.0 200000.0 0.0 17.297616534 
200.0 300000.0 0.0 28.8476639736 
200.0 500000.0 0.0 58.2867625361 
300.0 1000.0 0.0 13.4448511157 
300.0 5000.0 0.0 13.0901601876 
300.0 10000.0 0.0 13.020540412799999 
300.0 50000.0 0.0 14.4170249097 
300.0 100000.0 0.0 19.109859389700002 
300.0 200000.0 0.0 28.9342931395 
300.0 300000.0 0.0 40.841838373099996 
300.0 500000.0 0.0 71.1061617072 
